id,text,location
542,".A ] 'pe-ko-to'TELA1+TE (10) TELA2+TE 14[
.B ](da)-wi-ja / tu-na-no TELA1 3 LANA[",Knossos
543,da-wi-ja pe-ko-to TELA+TE (10) TELA+TE (14) [ ] tu-na-no TELA 3 LANA [,Knossos
544,".A ] 'pe-ko-to'TELA1+TE 2 TELA2+TE (19) LANA 153
.B  ](e)-ki-si-ja / tu-na-no TELA1 2 LANA 6",Knossos
545,".A 'pa-we-a'ko-u-ra TELAx[
.B e-ra-ja / tu-na-no TELA1 1[",Knossos
546,".A TELA2+TE (3)0 [
.B ri-jo-ni-ja / tu-na-no TELA[",Knossos
547,".A ] pa-we-a ko-u-ra TELA1 40 LANA 60[
.B ]ja / tu-na-no TELA1 3 LANA 12 TELA+TE 7 (LANA)[",Knossos
548,".A ] 'pa-we-a ko-u-ra'*161 TELA1 15[
.B ](a)-ra-ka-te-ja / tu-na-no TELA1 [",Knossos
549,"] 'pa-we-a'ko-u-ra TELA1 16 LANA 26 M 1 [
 ](ku)-wo / tu-na-no TELA1 1 LANA 3 TELA+TE 4 LANA 28[",Knossos
550,]-(ku)-wo pa-we-a ko-u-ra TELA 16 LANA 26 M 2 tu-na-no TELA 1 LANA 3 TELA+TE 4 LANA 26,Knossos
551,".A TELA1+TE [
.B tu-ri-si-ja [",Knossos
552,".A pa-we-a , ko-u-ra '*161'TELA1 10[
.B e-ro-pa-ke-ja / tu-na-no TELA1 (1)[",Knossos
553,".A ta-ra-si-ja pa-we-a [
.B ke-ri-mi-ja tu-na-no [
.C to-sa / pe-ko-to [",Knossos
554,".A ] 'ta-ra-si[' ]pa-we-a[ ]TELAx 200
.B ] tu-na-no[ ]TELA1 48 a-ro-zo 'ki-to'TELA1
.C ]sa / pe[ ]18 TELA(2)+TE 267",Knossos
555,".A 'pa-we-a'ko-u-ra TELA1 3[
.B da-te-we-ja / [",Knossos
556,".A ] TELA1+TE 22 LANA 15(4)
.B ]ja-pu2-wi-ja",Knossos
557,".A TELA1+TE 11[
.B qa-mi-ja / tu[",Knossos
558,pa-i-ti-(ja)[,Knossos
559, tu-ni-ja[,Knossos
560," ko-no-so , / (ko)[",Knossos
561," ko-no-so , / te[",Knossos
562,".A 'pa-we-a['
.B ] a-mi-ni-so / ko-u-re-(ja)[",Knossos
563,".A 'pa-we-a' [ ] TELAx 1(1)0 LANA 140[
.B e-me-si-jo-jo , / tu-na-no TELA1 (3) LANA 9 pe TELAx+TE 2 TELA1[ ]+TE 10[ ",Knossos
564,".A ]u-ra TELA1 50 LANA 82[
.B ]2 LANA 6 TELA1+TE 10 LANA 70[",Knossos
565,".a ]tu-na-no TELA2 1 LANA 3
.b ] TELA2+TE (2)0[ ] vacat",Knossos
566,".A pa-we-a ko-(u)[
.B ne-we-wi-ja / [",Knossos
567,".a [ [po-pu] ] e-pi-qe (re)-si
.b e-ra-ja / TELA(1)+TE 1",Knossos
568,".A ] 'pa-we-a'TELA4 40[
.B ]no , / ko-u-re-ja LANA (3)0[ ",Knossos
569,"side 2 (verso)
 ] to-u-ka (LANA)[",Knossos
570,".A ](TELA)x 30 LANA [
.B ](na)-no TELA1 6[",Knossos
571,".A o-pi-si-ri-ja-we [ ]-to 're'TELA1+TE 1 LANA 20[
.B ] e-qe-si-jo (TELA)x[ ] LANA 140 [
.C i-ja-pu2-we / [ ] tu-na-no (TELA)x[ ](1) LANA 3 [",Knossos
572, a-mi-ni-so[,Knossos
573, ]-a ra[,Knossos
574,"lat. sup.
]-so-(ma) [",Knossos
575,".A ] TELA1+TE 4 TELA2+TE 10[
.B ](tu)-na-no TELA1 2 (LANA)[",Knossos
576,".A ] 'pa-we-a'ko-u-ra '*161'TELA1 10[
.B ]ja / [",Knossos
577,".A ] 'pa-we-a'TELA3 12 3
.B ](we)-ri-jo-jo , / ku-do-ni-ja LANA 18 ",Knossos
578, ]to-u-ka LANA 4,Knossos
579,".A '](pa)-(we)[' ] ko-u[ ]2(4)0[
.B ]we-si-jo-jo [ ] TELA1 10[",Knossos
580, ]da-wi-ja / tu[,Knossos
581, ]*22-ti-ja [,Knossos
582,"]ne-ja , / vacat [",Knossos
583,".a pe-ne-we-ta a-ro2-a *158 1
.b pa-we-a , / e-qe-si-ja , re-u-ko-nu-ka , TELA3 25",Knossos
584,".a pe-ne-we-ta , a-ro2-a *158 1
.b pa-we-a / e-qe-si-ja re-u-ko-nu-ka TELA3 25",Knossos
585,".a e-re-tu-(ta)-pi
.b pa-we-a , / ke-se-nu-wi-ja , re-u-ko-nu-ka TELA3 35 *158 1",Knossos
587,".a re-u-ko-nu-ka [
.b pa-we-a , / ke-se-nu-wi-ja [",Knossos
588,".a (e)-(qe)-si-ja
.b pa-we-a , / pa-ra-ku-ja TELA3 30 *158 1",Knossos
589,".a po-ki-ro-nu-ko , o-[
.b pa-we-a / o-re-ne-ja , [",Knossos
591,".a ]o-re-ne-ja , a-ro2-a [
.b ]qe-si-ja , re-u-ko-nu-ka[",Knossos
592," ]ki-ro-nu-ka 'o-pi-qi-na'TELA2 4
 ]ro , e-ta-wo-ne-we o-nu-ka TELA2 5 ",Knossos
593,"lat. inf.
 ]to-sa TELA 15",Knossos
594,".a ] re-u-ko-nu-ka e-ru-ta-ra-pi
.b ] ke-se-nu-wi-ja , TELA2 25",Knossos
595," to-sa , po-ki-ro-nu-ka TELA2 24 re-u-ko-nu-ka TELA2 372ko-ro-ta2 TELA2 14 *56-ra-ku-ja TELAx 42 po-ri-wa TELA2 1 ",Knossos
596," ] re-u-ko-nu-ka[
 ]ta-wo-ne o-nu-ka [",Knossos
597, ]e-ro-pa-ke-ja o TUN+KI 1[pe TUN+KI 8 [,Knossos
598, wi-jo-qo-ta-o po-ki-ro-nu-ka TELA 1 [re-u-ko-nu-ka TELA1 37 ko-ro-ta2 TELA2 [,Knossos
599,lat. inf.to-sa TELA 40 o TELA1 6[,Knossos
600,".a ] pa-we-a [
.b ]ko-ro-ta2 TELA2 [",Knossos
601,".a ] e-ru-ta-ra-pi [ [re-(u)] ][
.b ]a / ke-se-ne-wi-jo , / re-u-ka[",Knossos
602,"pe-ki-ti[
re-u-(ko)[",Knossos
603,".1 ](ki)-ro-nu-ka , *161 TELA2 3 ki-ri-ta , / e-re-ta-ra-pi , *161 TELA3 [
.2a ] e-ru-ta-ra-pi [
.2b ](TELA)x 2 ke-ro-ta , / *161 ki-to-na TELAx[",Knossos
605,".A ] a-*34-ka TELA3+PA [
.B ]a2 , / ke-ro-ta , *161 ki[",Knossos
607,".A a-*34-ka TELA3+PA 1 [
.B pa-we-a2 , / o-re-ne-ja *161 ki-to-pi[",Knossos
609,".A ] ti-ri[
.B ]a2 , / ke-ro-(ta)[",Knossos
610,"sup. mut.
 pa-we[
inf. mut.",Knossos
611," ]TELA2 1 [
 ]ta-wo-ne TELA2 1[",Knossos
612," ]ko-nu-ka TELA2 13 [
 ]o-nu[ ] TELA2 7 [",Knossos
613, ] po-ki-ro[']nu-ka' (o)[,Knossos
614, ]nu-ka [,Knossos
615,".1a ] o-nu[
.1b ]TELA(2) 13 pa-ro , e[
.2 ] vacat [",Knossos
616," da-*22-ti[
 ] pa-ro , e[",Knossos
617, ]*161 *34-ka[,Knossos
618," o-a-po-te , de-ka-sa-(to) , a-re-i-jo , o-u-qe-po[pa-i-ti-ja , 'pe'TELA+TE 2 mi TELA1+TE 1(4) da-wi-ja , pe TELAx+TE 1[do-ti-ja mi TELA+TE 6 qa-mi-ja TELA1+TE 1[ko-no-so , / te-pe-ja mi TELA+TE 3 tu-ni-ja TELA1+TE 1 [
 ] vacat [ ] vacat [",Knossos
619,"]ra-wo , de-ko-to '(ta)-ra-si-ja' ne[
 ]ja TELA1+TE 2 ri-jo-ni-ja TELA1+TE[
 ]ri-jo TELA1+TE 6 da-mo-ko[
] vacat [",Knossos
620,"sup. mut.
 ](si)-ja [a-mi-ni-si-ja [se-to-i-ja 'wa' 2[tu-ni-ja 2[we-we-si-jo (1)[",Knossos
621," e-ki[ ]-ja TELA1+TE [
 ](ja) / a-pu-do-si TELA1+TE [pa-i-(to) / ko-ma-we-(to) TELA1+TE [",Knossos
622,".1 o-pi , [ ']e-ko-so' [
.2a ] TELAx+TE (1) [
.2b *56-ko-we / o-pi TELA+TE 1 // tu-ni[",Knossos
623,".1a ](a)-pu-do-si [
.1b ](wa)-de TELA1+TE [
.2 ] vacat [",Knossos
624," ']-ko-si-(ja)' [
 ]ja mi TELA1+TE 11[
 ] TELA1+TE[
 ] vacat",Knossos
625,".1a mi-ja-ro , e , pa 4 e , pa 6 e , pa 12 ",Knossos
626,".1b *56-po-so 1 wa-wa-ka 1 TELA1+TE 1 ru-ki-ti-ja pe TELA+TE 1 wi-da-ma-ta2 , mi TELA1+TE 1 ",Knossos
627,.2b po-po pe TELA1+TE ta-su mi TELA+TE 1 ko-re-wo mi TELA+TE 1 di-*65-pa-ta mi TELA+TE 1 ,Knossos
628,.3b ru-sa-ma pe TELA1+TE 1 na-e-(ra)-(ja) pe TELA+TE 1 qe-pa-ta-no pe TELA1+TE 1 ,Knossos
629,".4b [ ]tu-na-no , ru-nu TELA1 1 [ ](TELAx) 1 ",Knossos
630,.5 (pa)-(ro) no-si-ro TELAx+TE 3 ,Knossos
631,.6 da-wo to-sa te-[ ] [ [ (mi) (TELA+TE) ] ] pa-ra-ja (mi)TELAx+TE 7 [ ,Knossos
632,lat. inf..a a-ze-ti-(ri)-ja ne-ki-ri-de [ ,Knossos
633,".b o-pi , ma-tu-(we) o-nu-ke LANA 1 o-pi , po-ni-ke-ja [",Knossos
634,".a ]pa-we-pi [
.b ](ro) TELA2 [",Knossos
635, we-we-e-a '*161'TELA3+PA 6 / u-po-we TUN+RI 2,Knossos
636, ]-da-na / to-ni-ja TELA2 2,Knossos
637, ]ta-ra-jo TELA3+ZO (1)[,Knossos
638," ]o-pe-ro [ ] pe TELA3+PU 3
 ]sa-me-u[ ] vacat",Knossos
639, a-du[,Knossos
640,".a me[ ]-ta [
.b po-ku-ta / pa-i-to TELA3+PU 34[",Knossos
641,".a ]-ta [
.b ] TELA2+PU 415 ",Knossos
642,".a ] me-zo-e [
.b ]ka-ta-ri-ja , / re-u-ka TELA4+PU 10",Knossos
643, ]ko-ru-we-ja TELA(2)+PU 84,Knossos
644,".a o-pe-ro 'pe'TELA2+PU 38
.b qa-ra / i-se-we-ri-jo",Knossos
645," po-pu-re-ja , / pu-ka-ta-ri-ja TELA3+PU 21",Knossos
646, do-ti-ja TELA2+PU (5)0[,Knossos
647,".a ] ka[
.b ]pi / qo-u-qo-ta [",Knossos
648, do-ti-ja / (o)[,Knossos
649, ka-to-ro [,Knossos
650,".a qe-te-o TELA2[
.b po-po TELA2 4 [ ",Knossos
651,"
[ [ a-mi-si-ja TELA(1) 12 ] ][",Knossos
652, su-(ri)-mo TELA1+PU 29 TELA+KU 2[,Knossos
653," do-ti-ja , LANA 18 pe-re-ke *164 3ka-ma LANA 12 *164 2sa-mu-ta-jo LANA 24 *164 4",Knossos
654,".a ]qe-re-jo [
.b ]ku-da-ra-ro TELAx+(PA)[",Knossos
655, e-ko-so / po-ki-ro[,Knossos
656," ']si'te-jo , ka-[
 ]TELA(2) 66 [",Knossos
657, o-pi / po-po [o-pi / a3-ka-ra ri-(ta)[,Knossos
658, ]ra-wo *158 2 [,Knossos
659,".Aa ] a-ro2-a TELA2 3 [
.Ab ] LANA 3 TELAx[
.B ](ru)-wo-we-ja / [  ",Knossos
660,"i-ku-tu-re , ru-si-qe , a-pa-i-ti-jo , ze-me-qe[a-qo-ta , TELA1 (8) zo-ta-qe , TELA1 13 [
(po)-[ ] , e-[ . ] , ku-do-ni-ja-de , di-du-me , o-qo-o-ki-te [",Knossos
661,"]ki-ro-nu-ka *161 TELA1[
 ](re)-u-ko-nu-ka *161 TELA1[ ",Knossos
662," nu-wa-i-ja , / pa-we-a *161 TELA3 30[ [ ] ]",Knossos
663,".Aa ] vacat [ ]o-pe-te-wo-qe *161[
.Ab ] vacat [ ]si-ja , o-re-ne-a TELA1[
.B ](pu)-ra , / e-ni-qe , pe-ne-we-ta *161 TELA1 4 TUN+KI 2 TUN+KI[",Knossos
664,".a ] ri-ta , pa-we-a [
.b ]da-te-we-ja TELA1 1 TUN+KI 1",Knossos
665,".A ] 'nu-wa-ja , pe TELA1[' ] TELA1 17 TUN+KI 3
.B ]ra , / e-ni-qe e-ra-pe-me-na 'nu-wa-ja'TELA1[ ]-ra2 TELA1 1 ",Knossos
666,".a ri[
.b o-pi , / po-po[",Knossos
667," ]o , pa-we-o , e[
 ]nu-we-jo , / pa-we-o[",Knossos
668," ri-no , / re-po-to , qe-te-o ki-to , AES M 1 [sa-pa P 2 Q 1 e-pi-ki-to-ni-ja AES M 1[",Knossos
669,".1a ](ti)-(jo) e-ta-wo-ne-wo
.1b ] o-pa TELA1 6 [
.2 ] vacat
.3 ] vacat
.4 ]2 P 2 e-ne-ro 're-u-ko'N 2",Knossos
670," ]ne-we , pe-ko-to *1641[
 ]i-jo-te , 'ku-su-a-ta-o' 11[
 ](jo)-du-mi wo-ke P (1)[",Knossos
671," ]a-ro2-e TELA3+PU [
 ] me-sa-ta , TELAx+PU[",Knossos
672," ]re-ne-o , po-pu-ro2 [
]o-no TELA2+PU 2",Knossos
673,"
 ]ku-ta-mi [ [(po)-(ma)-no-(ri)] ]",Knossos
674," ra-su-ti-jo , / to-mi-ka[",Knossos
675," ](jo) , / to-mi-ka TELA3 50",Knossos
676," (ka)-ta-ni-ja , po-ro-[ . . ] (pa)-we-a [
 ]ka-ta-ni-ja , ki-to-ne , [ . . ]-(to) [",Knossos
677," ] , sa-de-so , TELA2+PU (1)5 *146(2)[",Knossos
678,".A o-pe-ro pe TELA2+PU 3
.B ti-ri-to / (pi)[ ] vacat",Knossos
679,".a ] pa-ro , re-wa-jo
.b ]ra , pe-ne-we-ta , / e-qe-si-ja , te-tu-ko-wo-a TELA4 6",Knossos
680, ](da)-ku-we-ta / we-we-e-a TELA3 1 TUN+KI 1,Knossos
681,"side 2 verso
 ]a-ko-we-i-ja [ ",Knossos
682,"lat. inf.
 ]-ja-(o) TELA1 [",Knossos
683," ]o-pi , TELA+[
 ] TELAx+PU [",Knossos
684," ]pe-ko-[
 ]te-(pa)[
inf. mut.",Knossos
685,".A ] o-re-ne-ja '*161'[
.B ] pe-ne-we-te [",Knossos
686," ]wa-ja , / ki-to[",Knossos
687,".1a ]-ke-me-na , a-ro-(za)[
.1b ]o-re-ne-ja [
.2 ] 'a-ro-za'TELAx 4 [",Knossos
688," ] , e-ni-qe , nu-(wa)-i-ja , [
 ]a 'a-ro2-a'*161 TELA1 12 po[",Knossos
689,".a ] a-pu-do-si[
.b ] TUN+KI [",Knossos
690,".A ] zo-[
.B ] , e-ni-qe [",Knossos
691,".a ] ri-ta , pa-we[
.b ]te-we , / e-me[",Knossos
692,".a ] , pa-we-a[
.b ]a3-tu-ti-(ja)[",Knossos
693," ] (e)-ni-(qe)[
 ] TUN+KI 3[",Knossos
694,"sup. mut.
 ]si[
 ]re-ja (TELA)x+[ ][
 ](do)-si [",Knossos
695,".A pa-we-(a)[
.B ] ko-pu-ra , / e-(ni)[",Knossos
696,".a ]pi , e-sa-pa-ke-(me)[
.b ]nu-ka [",Knossos
697,".a ] qe-te-o TELA1 2[
.b ]-ra / TELAx 4 po TELAx[",Knossos
698,".a ]-za TELA1[
.b ]re-ja [",Knossos
699, ]we-we-si-jo[ ]TELAx (5)0[,Knossos
700," ra-je-we , / to-mi-ka TELA(2) 1(2)[",Knossos
702, ]ra / to-mi-ka TELA3 60[,Knossos
703, ]-so TELA(3)+PU 100 [,Knossos
704,".a ]te-ro [
.b ](ki)-jo-ne-we TELA1[ ]+PU[",Knossos
705,".A ] a-ro2-e TELA3+PU 60[
.B ]sa / me-sa-ta TELA(2)+PU 100 [ ",Knossos
706,"lat. inf.
 ] to-sa (TELA)[",Knossos
707,".a ]so , pa-ke-we [
.b ]ki-to-ni-ja 63",Knossos
708, ]e-ra-ja TELA(2) 6[,Knossos
709,".a ]qe-te-o [
.b ] (TELA)x (10)[",Knossos
710, ]ti-jo / to-mi-ka TELAx 30,Knossos
711, ](mi)-ka TELAx 1(3),Knossos
712,".a ] o-pi-si-ri-ja-we pe-ko-to (TELA)x[
.b ](TELA)x 2 ko TELA1 2 re TELA(1)[",Knossos
713,".a ] ri-ta , [
.b ]e-me-(si)-jo-jo [",Knossos
714,".a ] qe-te-o [
.b ]-u TELA 2 [",Knossos
715," ]a-(ro)-zo[
inf. mut.",Knossos
716," ] po-ki-ro-nu[
 ]re-(u)-(qe)-pi[",Knossos
717," ]-nu-(ka)[
 ] vacat [",Knossos
718,".A ] *150 16 CAPf 10 [
.B ]da-*22-ti-jo CORN 12 *142 M 6[",Knossos
719,OVISf (63) (o) o-pi (CORN) [,Knossos
720,".A 'da-wa-no'*150 29 CAPf 16
.B u-qa-mo / da *150 1 *142 M 13 CORN 2(6)",Knossos
721,".A 'a-pa-sa-ki-jo'*150 28 CAPf 17
.B ku-ta-to / *142 M 12 CORN 24",Knossos
722,".A ] si-nu-mo-ro *150 16 CAPf 10 [
.B ]da-*22-to / *142 M 7 CORN 14 [",Knossos
723," to-sa *150 345 CAPf 208[
 (ke)-[ . ] *142 L 5 M 4 CORN 345[",Knossos
724,".A ] a-ko-ro-ta *150 23 CAPf 15 [
.B ]ta-to / qe-wa-ra *142 M 10 CORN 20 [ ]vacat [",Knossos
725,".A ] a-wa-so , *150 14 CAPf 7[
.B ]-so / *142 M 6 CORN 12[",Knossos
726,".A *150 [
.B ja-qo , / da-wa-no , *142[",Knossos
727,".A ']ra-wo-qo-no'*150 61 CAPf 30 [
.B ](ri)-(to) / a-re *150 1 *142 M 26 CORN 52[",Knossos
728,".A ] 'a-pa-u-ro'*150 10[
.B ]jo / *142 M 5 (CORN)[",Knossos
729,".A 'te-ru-(ro)'*150 12 CAPf[
.B se-to-i-ja / *142 M 5 [",Knossos
730,".A ](te)-[ ]*150 1(5) CAP 10
.B ]ri-na-(jo)[ ]*142 (M) (7) (CORN) 10[ ] vacat",Knossos
731," ']ke'o-no , o-na LANA 2
 ]da-wi-jo *146 (2)",Knossos
732,".1a ] a-ze-ti-ri-ja
.1b ]te-o o-nu-ke LANA 9 M 2
.2 ]ti-mu-nu-we *146 30",Knossos
733," a-mi-ni-so ke-re-na , re-ne , [e-ne-si-da-o-ne , su-ja-to , *146 1[",Knossos
734,".a o-re-o-po (TELA)x[
.b ze-ne-si-wi-jo / *146 1[",Knossos
735," ]me-no *146
] vacat",Knossos
736," ]ma-wo , *146 1[
 ]po-ti-ni-ja[",Knossos
737," ]ra-e-ri-jo-jo , me-no
]-wi-jo-do pe *146 1",Knossos
738," ]-ja TELA2 1 [
 ]-ja-i *146 3[",Knossos
739," ] *1462 2(4)[
 ]-na M 58 [
] vacat [",Knossos
740, pu-ru[ ]ta [,Knossos
741, zo-wa tu-ri-jo [,Knossos
742, e-ri-sa-ta M 1 [,Knossos
743,]da-so SA M 1,Knossos
744, a-na-ka (M)[,Knossos
745," to-so , a-pu-so-do[ ]mi-ni-so M 20",Knossos
747, ]-di-mi-zo[,Knossos
748, ]qa-ra-su-ti-jo M [,Knossos
749, ]si-da-jo M 1,Knossos
750, wi-pi-o N 3[,Knossos
751, ]-e (M)[,Knossos
752," ]-ta , M (1) [",Knossos
753, ]-wa-ko SA[,Knossos
754, ]-jo M 1,Knossos
755, ]ta-jo M 1 [,Knossos
756, sa-na-so[,Knossos
757, ]ko-ri-jo [,Knossos
758, e-si-[ ,Knossos
759," lat. inf.
o-pe[",Knossos
760," ]jo , i-we [",Knossos
762," ]-ro [
inf. mut.",Knossos
763,"sup. mut.
 ](e)-ri[",Knossos
764,"[ . ]-jo [
inf. mut.",Knossos
765," ]no-ro [
inf. mut.",Knossos
766," ]-(ra)-ma[
inf. mut.",Knossos
767, ]te-we [,Knossos
768, ]-ra-(ro)[,Knossos
769, ka-ta-ra CROC QI 6,Knossos
770, sa-ma-da CROC RO[,Knossos
771, ]ni-ja CROC [,Knossos
772, da-wo CROC Q 1,Knossos
773, ]ti-ja-no CROC P (5)[,Knossos
774, ]na-pi CROC N[,Knossos
775, ]jo-zo CROC P (3) o P 6[,Knossos
776," ](nu)-po , / a-nu-ko CROC N 1",Knossos
777, ]jo / sa-ma-ri-jo CROC [,Knossos
778, ]ma-ki-nu-wo CROC [,Knossos
779," ]-wo , CROC P 9 o [",Knossos
780, ]-si-du-wo CROC N[,Knossos
781," ]-jo , / tu-qa-ni-ja-so CROC N [",Knossos
782, ] e-u-na-wo CROC N 1,Knossos
783, wa-to CROC[ ]N 2 [,Knossos
784,ri-no M [ ] P 2[,Knossos
785, qa-sa-ro-we (CROC)[,Knossos
786, ]-ra-to[,Knossos
787, ]re-o L[,Knossos
788,"a-ka-[ ]-jo-jo , me-(no)[
da-pu2-(ri)[ ]po-ti-ni-(ja) ri *166+WE (22)[",Knossos
789," ] *166+WE 18
 ] e-to-ro-qa-ta 16",Knossos
790,".a ] ko-ro[
.b ]o-nu-ka LANA [",Knossos
791,".a ]ro-to [
.b ]-ta-ma-[",Knossos
792,".a ]to LANA M 1 [
.b ]-ka LANA 2 [",Knossos
793,".a pa-i-to [
.b we-we-si-jo-jo X LANA 11[",Knossos
794,o-pi ti-mu-nu-we LANA 2[,Knossos
795," ](o)-pi , no-nu-we , 'a-ti-pa-mo'pe-re LANA 91
 ]si-da-jo , pe-re 'po-ro-to'LANA 42a-po-te , pe-re LANA 69",Knossos
796," ri-jo-ni-ja , / e-ze-to , to-ro-qoa-to-mo-na , / su-mo-no-qe LANA 14",Knossos
797,".a o[
.b o-pi ki-si-[",Knossos
798,".a ] to-so o LANA 14
.b ](ke)-me-no / au-u-te , a-pe-i-si ",Knossos
799,]ke-re-wa LANA 9 M 1 P 6 ,Knossos
800,"lat. sup.
] o-mu-ka-ra LANA 3 N 2 P 2",Knossos
801,".A (ku)-pi-ri-(ja) LANA 1 M 2 P (4)[
.B ]-ku / ke-[ ]-ja M 2 P (1)[ ",Knossos
802,"lat. inf
 ] sa-mu[ ] 1 qo-ja-te P 1[",Knossos
804,".a 'e-na-po-na , o-nu , pa-i-ti-jo'e-ti-wa-ja-qe (LANA)[
.b qo-ja-(te) a-pu-do-ke , ti-ra [",Knossos
805," ] o-nu-ke LANA 5
] vacat",Knossos
806,".a (ti)-ra
.b a-mi-ke-te-to / ne-ki-ri-si LANA 1",Knossos
807,".a ] e-ki
.b ]jo-ni-ja , / to-sa LANA 30",Knossos
808,".a ne-wo
.b o-pi , po-po LANA 4",Knossos
809,"o-pi a-to-mo-na LANA 2o-pi , po-ro-i-ra LANA 2",Knossos
810," ]e-pi-ro-pa-ja , / o-du-we 'te-o-po-ri-ja'M 2[
] LANA 2 M 1
 ] vacat",Knossos
811,".a a-*65-na [
.b e-re-u-ti-ja LANA 1 [",Knossos
812,".a e-re-u-ti-ja
.b ta-wa-ko-to LANA 1",Knossos
813,".a ]e-re-u-ti-ja
.b ] LANA 4",Knossos
814, a-mi-ni-(so)[,Knossos
815,".a ] pa-(i)-to [
.b ]-ka-ra / a-me-a LANA M [",Knossos
816," ]wi-ri-za LANA [
 ] vacat [",Knossos
817,".A ] ki-ri-ta-i LANA (2)[
.B ] vacat [",Knossos
818," ']ni-ki-jo' (LANA)[
 ] vacat [",Knossos
819,"sup. mut.
 ](nu)-we , o-na LANA[",Knossos
820,"sup. mut.
[ . ]-jo-[LANA M 2[",Knossos
821, ]-ri LANA 4 [,Knossos
822,"sup. mut.
 ]-we LANA M[",Knossos
823,"lat. inf.
] da-i-ra [",Knossos
824," ] wi-ri-za
 ] / su-ri-mo LANA 1",Knossos
825, pa-i-ti-ja M 130[da-wi-ja M 60[,Knossos
826,"
 ]-to M (4)0[ ] M (4)[",Knossos
827,"sup. mut.]ri-mi-jo[]ta-ni-jo[
 ]ri-ti-jo M (6)qa-mi-jo M 6pu-si-jo M 5ru-ki-ti-jo M 9tu-ri-si-jo M 4qa-ra-jo M 9to-so M (4)7 ",Knossos
828,"sup. mut.
 ](mo)-ri-wo-do M (3)
 ]2 mo-ri-wo-do M 3
 ]N 2 mo-ri-wo-do M 3
 ](wo)-do M (1)[",Knossos
829," ] RO (2)
 ]ra-jo / qa-ra-o P 1",Knossos
830,"jo-a-mi-ni-so-de , di-do-[ku-pe-se-ro M 30 me-to-re M [ne-ri-wa-to M 15 pi-(ri)[",Knossos
831, ]ka-te-ro L 4 M[,Knossos
832," ] ri-no M 1[
 ] vacat [",Knossos
833,"sup. mut.
 ](ne)-a M 1[",Knossos
834,"]-to M [
 ]ke [",Knossos
835," e-re-pa-ta , L M 30 ka-[",Knossos
836," ](o)-no M 12 [
 ]-u M 9 [
 ] vacat [",Knossos
837, ]ti-ri-to / di-za-so *168+SE[,Knossos
838, ] su-ri-mo / a-na-re-u *168+SE 14[,Knossos
839, ]qa-ra / re-me-to *168+SE 28,Knossos
840, ]u-ta-no / (te)-(*56)[ ] *168+SE (2)3,Knossos
841, qa-mo [ ]*168+SE 6,Knossos
842,e-ra / ta-si-[ ]*168 (3)0[mu-ka-ra / pa-i-to *168[,Knossos
843, ]to-so *168+SE 217,Knossos
844," ]pa-te , de-de-me-na , [ ](PUG)[
 ]zo-wa , [[e-pi-zo-ta]] , ke-ra , de-de-me-na GUP[",Knossos
845,".A ] e-re-pa-te [ ](ri) (PUG) 18
.B ]qo-jo , / zo-(wa) / [ ](pi)[ ](ke)-ra , de-(de)[ ]me-na GUP 99",Knossos
846, to-sa / pa-ka-na PUG 50[,Knossos
847,"]ko-no , pa-ka-na , a-ra-ru-wo-a PUG (1)[",Knossos
848, ](wo)-a PUG 1[,Knossos
849,".a de-so-mo [
.b a-mi-to-no / pi-ri-te , a-ra-ru-wo-a PUG[",Knossos
850, ]ko-no PUG 2,Knossos
851, da-zo / pi-ri-je-te[,Knossos
852,".a de-so-mo
.b ku-ka-ro / pi-ri-je-te , pa-ka-na a-ra-ru-wo-a PUG 3",Knossos
853,".a ]no / (pi)-re-je-te , pa-ka[",Knossos
855," ]te , pa-ka-na , a-(ra)[",Knossos
856,"] a-ra-ru-wo-a [
]ko-no , pa-ka-na [",Knossos
857," ]ka-na , a-ra-(ru)[",Knossos
858,".a ]ra-ru-wo-a [
.b ]pa-ka-na (PUG)[",Knossos
859," ](pa)-ka-na , a-ra-ru[",Knossos
860, ]wi-jo / ka-si-ko-no [,Knossos
861, o-wa-si-jo / ka-si-ko-no PUG[,Knossos
862, ]si-ko-no [,Knossos
863, ](u)-ta-jo / ka-si-ko[,Knossos
864,"sup. mut.
 ]ra , de-de-me[",Knossos
865," ](ke)-ra[
inf. mut.",Knossos
866, ]je-ne ZE 12,Knossos
867, ]ke-a / ka-ka re-(a) HAS 12,Knossos
868, ki-ra2-i-jo TUN 2 BIG (1) EQU,Knossos
869, ](ru)-o-wo (TUN) 2 BIG 1 EQU ZE 1,Knossos
870, qa-mi-si-jo [ [ TUN ] ] BIG[,Knossos
871,"side 2 verso
 ]mi-ni-(si)",Knossos
872, me-za-wo TUN 2 EQU ZE 1,Knossos
873, pa-di-jo TUN+QE 2 EQU ZE 2,Knossos
874, ti-ri-jo-qa BIG 1 TUN (1) EQU 1 'e-ko 1',Knossos
875, ](ri)-jo TUN+QE 2 MO[,Knossos
876, o-pi-ri-mi-ni-jo TUN (1) BIG 1 EQU (ZE)[,Knossos
877, ]a-qa-ro TUN [,Knossos
878, po-*34-wi-do [ [ TUN ] ] BIG[,Knossos
879, ku-ru-me-no [ [ TUN ] ] BIG,Knossos
880, a-e-da-do-ro [ [ TUN ] ] BIG[,Knossos
881,a-mi-ni-si[,Knossos
882, me-nu-wa TUN[ ] BIG [,Knossos
